reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english,sentiment,topics,vehicle_type,user_experience,usage_profile,is_pain_point,is_feature_request,competitor_mentioned
1742f54f-6141-460d-9b79-8cb87c54b841,Thierry Koeger,https://play-lh.googleusercontent.com/a-/ALV-UjWmkXbo50Zv2uGbL687KLyZQ5qo89WxE4pgNYqmXWaB30WarM1X,"Comme toujours, nouvelle mise à jour et nouveaux bug et presque toujours les mêmes! Pour les propriétaires d'hybride rechargeable : Ne comptez pas sur cette app pour vous donner des indications précises sur votre charge actuelle et temps de charge! Pour vos révisions, ne comptez pas trop dessus, l'app dit 4800km,le message dans la voiture dit 3000km. Bref, BMW, il est temps de tester cette app!",2,3,4.5.1,2024-05-12 13:22:43,,,4.5.1,French,"As always, new update and new bugs and almost always the same! For plug-in hybrid owners: Don't rely on this app to give you accurate information about your current charge and charging time! For your maintenance schedules, don't rely on it too much, the app says 4800km, the message in the car says 3000km. Basically, BMW, it's time to test this app!",negative,"performance, vehicle status, service & maintenance, charging management, ev-specific features",ev_hybrid,experienced_user,power_user,yes,no,none
cd177f65-5804-43f1-9eb6-da4d8234605f,Lucien DIM,https://play-lh.googleusercontent.com/a/ACg8ocLC08iBhAM-umioNMUSD0tIxX54rpxeQeIr8FT1znfiHB3qig=mo,"Super application, très utile.",5,0,4.5.1,2024-05-11 15:29:20,,,4.5.1,French,"Super app, very useful.",positive,"ui/ux, mobile features",unclear,unclear,casual_user,no,no,none
2b021536-0fa6-4563-a378-b85ea23a4a37,Libre LIBRE,https://play-lh.googleusercontent.com/a/ACg8ocJyI-4mVaPXSQJ0dFKF2cT9kI3JAEDjAZEwjipp6j3k3z3K9w=mo,Bmw toujours costaud ⭐️⭐️⭐️⭐️⭐️,5,0,4.5.1,2024-05-09 20:12:22,,,4.5.1,French,BMW always reliable ⭐️⭐️⭐️⭐️⭐️,positive,other,unclear,unclear,unclear,no,no,none
43fbcd44-a56e-4874-b535-36177c718d9c,alain quenum,https://play-lh.googleusercontent.com/a-/ALV-UjXmuht7Y0WM2n9AEMjMB6K2amnPhmIZZX6g1L7iq23etUnEBO9v,Très pratique au point que je ne peux plus m'en passer!,5,0,4.3.2,2024-05-08 12:42:28,,,4.3.2,French,"""Very practical to the point that I can’t live without it!""",positive,mobile features,unclear,experienced_user,casual_user,no,no,none
4c1884fa-53cd-4390-b504-f416e0561a3f,Julien Russello,https://play-lh.googleusercontent.com/a-/ALV-UjXuMmTklGKBM6-k_jq2ql3tmCmiZXschQlH5cRVEMlUwZrD938,"Très bien, complète mais parfois dossier difficiles à trouver (ex. options/pack de la voitures)",5,0,4.3.2,2024-05-06 11:23:03,,,4.3.2,French,"Pretty good, complete but sometimes folders are difficult to find (e.g., car options/packages).",neutral,ui/ux,unclear,unclear,casual_user,yes,yes,none
9dbdbc44-6b2b-46fa-a5f4-dc5e006a1313,pascal platiaux,https://play-lh.googleusercontent.com/a/ACg8ocIYIKW3QpjvOt04kQCQT1C5FFVoUjVPo7oonF34EAj4cksJ_Q=mo,fonctionne mal...,1,1,4.3.2,2024-05-06 10:17:41,,,4.3.2,French,"""works badly...""",negative,performance,unclear,unclear,unclear,yes,no,none
85a1c399-f42d-4f0a-846d-0ff4960fd018,Patrice Fontanet,https://play-lh.googleusercontent.com/a/ACg8ocLnK714RZrMug38-aYGPRKXqx6efjeFaBQQfgQq_wxM7WQYRQ=mo,trés bien bonne application,5,0,4.3.2,2024-05-05 11:43:35,,,4.3.2,French,"very good, good application",positive,"ui/ux, performance",unclear,unclear,casual_user,no,no,none
ff6c850a-0563-43bd-854b-089281de6db4,Alain Auffray,https://play-lh.googleusercontent.com/a/ACg8ocJrlvXqW9761b6ahjKKKGyQSzMhlKjxbUJ0T8OIv2pss5Hn=mo,parfait!,5,0,4.3.2,2024-05-04 19:10:32,,,4.3.2,French,"""perfect!""",positive,other,unclear,unclear,unclear,no,no,none
17706911-bc68-4988-9178-48635d83a1b8,Robin Harmegnies,https://play-lh.googleusercontent.com/a/ACg8ocKUCN8lDiofnQTka_WKvIKVlZN390rwDcvBkCjM4TiJ32mExA=mo,Perte de connexion avec la voiture. Probablement suite à mise à jour. Pas la première fois...,2,0,4.3.2,2024-05-04 11:15:00,,,4.3.2,French,Connection loss with the car. Probably following an update. Not the first time...,negative,"connectivity, performance, updates",unclear,experienced_user,casual_user,yes,no,none
39fb89da-c5f4-4453-b425-6bdd0f1077f4,Dominique Vila,https://play-lh.googleusercontent.com/a/ACg8ocLsU-6b9YWqsX1roVJiVOgRHNkOK7nwx0yI-qC0o9DSe9SKHw=mo,bonne appli,5,0,4.3.2,2024-05-03 09:12:07,,,4.3.2,French,good app,positive,other,unclear,unclear,unclear,no,no,none
d7869f83-3dc4-439d-9e9d-45dd8456aec1,MysTiiKZ19,https://play-lh.googleusercontent.com/a-/ALV-UjUClB8Hfuk-ZmsJgmegHuXWGkc_Y6UR0RMINXcroo6ysA1iyMLQ,Très intituitif et simplifiée,5,0,4.5.0,2024-05-01 20:05:16,,,4.5.0,French,Very intuitive and simplified.,positive,ui/ux,unclear,unclear,casual_user,no,no,none
