reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english,sentiment,topics,vehicle_type,user_experience,usage_profile,is_pain_point,is_feature_request,competitor_mentioned
e6134448-907d-441d-a1bc-3b5cd27d21de,Stelian Uzun,https://play-lh.googleusercontent.com/a/ACg8ocLLfvOpQhNTo8S4xxb-2gvZjUsE8lp4rag7PJ7OE_0oY-mrWQ=mo,Foarte ok,5,1,1.7.0,2021-11-13 15:55:51,,,1.7.0,Romanian,Very okay.,neutral,other,unclear,unclear,unclear,no,no,none
db85ecdc-f4d2-45b7-8c15-e5e476cd02f9,Mircea Corboveanu,https://play-lh.googleusercontent.com/a/ACg8ocIG2w30W7RE8LfY5ZU21STT0-3ceu9JcDQMrGvWS0G8l5EHQg=mo,informațiile despre mașina sunt senzaționale,5,2,1.7.0,2021-11-13 09:33:59,,,1.7.0,Romanian,"""The vehicle information is sensational.""",positive,vehicle status,unclear,unclear,casual_user,no,no,none
a993644a-b298-4d39-9e2f-1b833e164610,Marian Vasile,https://play-lh.googleusercontent.com/a-/ALV-UjW35ar7vRZKY1qqBTlKmd-3apZLibjEhWIL08vqEjbTYsrC1IQ_RQ,Utila aplicatia.,5,1,1.6.2,2021-11-01 07:39:39,,,1.6.2,Romanian,Useful app.,positive,other,unclear,unclear,casual_user,no,no,none
f109c777-6667-4f85-8a74-2a5835b7c0a6,Dorina Maria Udroiu Călinescu,https://play-lh.googleusercontent.com/a-/ALV-UjVw52maw0O9NZaRXRrNN0HLI85M3sEOS5TBim2IUWS3396cO_oqJg,Excepțional,5,1,,2021-10-31 12:09:08,,,,Romanian,"""Exceptional""",positive,other,unclear,unclear,unclear,no,no,none
110a4593-20df-408a-ae93-da95c3f83efa,Aurelian P.,https://play-lh.googleusercontent.com/a-/ALV-UjUjVcedQfPANfYc-KwtNk-B6jCk_p4lDsRhKInv3JXxPCRsntDx,"Slaba aplicatia. Inainte de ""rebranduire"" localizam auto la 400km ( testat din Bulgaria in Romania). Acum, din păcate, trebuie sa te afli la 1,5km, inutil dupa părerea mea. Am convingerea ca veti schimb ceva!",1,4,1.6.2,2021-10-27 18:19:25,,,1.6.2,Romanian,"Weak app. Before the ""rebranding,"" we could locate the car at 400km (tested from Bulgaria to Romania). Now, unfortunately, you need to be within 1.5km, useless in my opinion. I'm convinced you will change something!",negative,"vehicle status, connectivity",unclear,experienced_user,power_user,yes,yes,none
e3acf850-1b93-482b-b9b5-701d7de593ed,Chiran Nicolae,https://play-lh.googleusercontent.com/a-/ALV-UjXcK-3A4SpllG9VgT4M3-zshm2c0SO9a3TC5tfDpnNCaJuSNDV7tQ,Super ok,5,0,1.6.2,2021-10-23 07:55:18,,,1.6.2,Romanian,Super ok,neutral,other,unclear,unclear,unclear,no,no,none
b0e55b1a-a2c1-4311-acec-de02644e379b,Mateescu Adrian,https://play-lh.googleusercontent.com/a-/ALV-UjWE6upX2i7o2eIjmYldpHxYDfdVR5PAupSHPTM-RLIyKAMsAl5xJw,E ok,5,2,1.6.2,2021-10-19 22:50:02,,,1.6.2,Romanian,"""It's ok.""",neutral,other,unclear,unclear,unclear,no,no,none
40ed29e2-f6c3-45ee-8337-039eafed0524,Eduard Gheorghe,https://play-lh.googleusercontent.com/a/ACg8ocIzLIMcchJ8umQK8pGGdryhWXexzyzDdRa3Iu7LtYB4E_6-mg=mo,super tare !,5,2,1.6.2,2021-10-13 22:18:29,,,1.6.2,Romanian,"""super cool!""",positive,other,unclear,unclear,unclear,no,no,none
acc560f0-9f52-45d0-aa7e-3f8d632c5cb7,Petru Alexa,https://play-lh.googleusercontent.com/a-/ALV-UjUxyGwxMUq4il2WblZXHmbaNXvm4gK8h9128zyk6QJfrkoYMyu2,Super tare,5,1,1.6.2,2021-10-10 11:22:51,,,1.6.2,Romanian,"""Super cool""",positive,ui/ux,unclear,unclear,unclear,no,no,none
2c250556-3192-45b9-8cff-f906baff44c2,A R,https://play-lh.googleusercontent.com/a/ACg8ocJIc8z8LatnGbD9RzvMOhRNref4eH5usfN9gN0W9Ky9NICpjQ=mo,Flexibilitate și utilitate,5,3,1.6.2,2021-10-07 22:05:54,,,1.6.2,Romanian,"""Flexibility and usefulness""

Aplicația MyBMW este o necesitate pentru orice posesor BMW. Îți oferă acces la o mulțime de funcții utile direct din telefon: starea mașinii, controlul anumitor funcții, programarea rutelor, găsirea stațiilor de încărcare, și multe altele. 

Integrarea cu Connected Drive este excelentă, iar iDrive funcționează impecabil prin aplicație. Posibilitatea de a debloca mașina cu Digital Key este o chestiune de apreciere, dar ocazional are mici probleme de conectivitate, mai ales când ești într-un loc aglomerat.

Am avut o dată o problemă cu notificările, nu mai primeam decât pe jumătate din cele trimise, dar după o reinstalare a funcționat perfect. Sper ca BMW să continue să îmbunătățească aplicația și să adauge mai multe funcții. Ar fi super să putem controla și climatizarea de la distanță! Până atunci, e un 4.5/5.
---

""Flexibility and usefulness""

The MyBMW App is a necessity for any BMW owner. It gives you access to a multitude of useful features directly from your phone: vehicle status, control of certain functions, route planning, finding charging stations, and much more.

Integration with Connected Drive is excellent, and iDrive works flawlessly through the app. The ability to unlock the car with the Digital Key is a matter of appreciation, but occasionally has small connectivity issues, especially when you are in a crowded place.

I once had a problem with notifications, I was only receiving half of those sent, but after a reinstall it worked perfectly. I hope that BMW continues to improve the app and add more functions. It would be super to be able to control the climate control remotely too! Until then, it's a 4.5/5.",positive,"vehicle status, connectivity, digital key/mobile key, mobile features, notification management, remote controls",ev_hybrid,experienced_user,power_user,yes,yes,none
