reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english,sentiment,topics,vehicle_type,user_experience,usage_profile,is_pain_point,is_feature_request,competitor_mentioned
5314f733-90b7-4bf5-996f-e804ac6dcd07,valen,https://play-lh.googleusercontent.com/a-/ALV-UjUnBrURectagUp_RTG2JpOZn_3MWzmZ985NeYVWPaLZboPsioE,una maravilla sigan así.,5,0,2.12.3,2023-01-30 19:26:33,,,2.12.3,Spanish,"""a marvel, keep it up.""",positive,other,unclear,unclear,unclear,no,no,none
4df6427a-1e8e-43ae-af39-8797ba60d9bc,Pepelu,https://play-lh.googleusercontent.com/a/ACg8ocJV1QBvc3r6ncp3vNeL2Ds9u86f9XgTOSntg7H3CTDoESBP=mo,Fácil de usar y con enormes posibilidades de uso.,4,0,2.12.3,2023-01-26 15:26:09,,,2.12.3,Spanish,Easy to use and with enormous possibilities.,positive,"ui/ux, mobile features",unclear,unclear,power_user,no,no,none
d1afa172-d544-4207-ae86-4c7f0ef5b3d1,Jordi Rovira Colomer,https://play-lh.googleusercontent.com/a-/ALV-UjUHK8fimdvrjys6ue07kto6hQFqDf11-v5b33DwAPOHWXUTyBLWmg,Excelente,5,0,2.12.0,2023-01-24 19:58:22,,,2.12.0,Spanish,"""Excellent""",positive,other,unclear,unclear,unclear,no,no,none
b2ee5b87-b6c6-47bf-aee9-b461c74a9fa0,juan manuel lara rueda,https://play-lh.googleusercontent.com/a/ACg8ocLStGzeBrXUPeXXwjywfBPFBLjd5OfIWwY63KzGeR8ekzPqfQ=mo,"La instalo y no me deja registrarme, se pone a dar vueltas un aspa central y se puede tirar todo el día y nada. He consultado con BMW y la aplicación la tengo habilitada.",1,0,2.12.3,2023-01-23 11:44:58,,,2.12.3,Spanish,"I install it and it won't let me register. It spins endlessly, and you could spend the whole day doing nothing. I’ve consulted with BMW and the application is enabled.",negative,"authentication, performance",unclear,new_user,unclear,yes,no,none
499f99d7-57b1-4e1c-94c4-bee7d4333e70,Luis Miguel Aguila,https://play-lh.googleusercontent.com/a-/ALV-UjVRcp-bi2LpUtG9e7MRos5wTe0Z7xoG1nw_rVoo8P23um-7zsQ,No sé sincroniza,1,0,2.12.2,2023-01-14 02:20:29,,,2.12.2,Spanish,"""Doesn't sync.""",negative,connectivity,unclear,unclear,unclear,yes,no,none
424882cf-0ed3-46f4-9432-4358fd329bd5,emilio muñoz,https://play-lh.googleusercontent.com/a-/ALV-UjVdoSWqC8SX1-MQMuI06_WCZvQYLzYh5AI0J-_sAF57yysPOvjK,Está muy completa.,5,0,2.12.2,2023-01-12 09:18:56,,,2.12.2,Spanish,"""It's very complete.""",positive,"ui/ux, bmw connected ecosystem",unclear,unclear,unclear,no,no,none
d7df0bd4-00ea-49a6-a9bf-d4279ec23751,Alberto Modelo,https://play-lh.googleusercontent.com/a-/ALV-UjUEy672Zz73LBAy4gqmkAfmYMx6gPwZF102H9jxYEIBy8PmrPjy,"Spotify ya no funciona no se pueden ver las carátulas, bibliotecas, etc. Al igual que la anterior tiene más funcionalidades para lphone que para Android, cuando la mayoría de la gente usa Android y deben de ser iguales. Muy mal BMW en el tema multimedia. Cualquier coche hoy en día tiene más cuidado este tema que BMW.",1,20,2.9.1,2023-01-11 17:27:06,,,2.9.1,Spanish,"""Spotify no longer works, you can't see album art, libraries, etc. Like the previous version, it has more functionality for iPhone than for Android, when most people use Android and they should be the same. Very bad BMW regarding multimedia. Any car these days takes more care of this issue than BMW.""",negative,"multimedia integration, connectivity, performance, ui/ux",unclear,experienced_user,power_user,yes,yes,none
3744529d-e922-4f27-b1d2-44d1b7fa55ea,David Morales Fernández,https://play-lh.googleusercontent.com/a/ACg8ocJHroln1zjSgBmQyBXcyGVP2bKFvzzvgOaJ0vCfLu7K68pGIw=mo,Completa,5,0,2.12.0,2023-01-05 08:16:21,,,2.12.0,Spanish,"""Completa""",neutral,other,unclear,unclear,unclear,no,no,none
2293464e-4039-4b98-b5a3-6d67c10b9912,Álvaro,https://play-lh.googleusercontent.com/a/ACg8ocIwlsYJj-x84qaG7PVY_vvw-JCGbxZC-5NmuBDFMF_fpAfb-w=mo,funcionalidad y la gran cantidad de información que te suministra,5,0,2.12.0,2023-01-03 13:46:11,"¡Hola, Álvaro! ¡Gracias por tu comentario positivo! Nos alegra que la My BMW App te proporcione información valiosa para tu movilidad. - My BMW App Support Team",2023-01-09 18:22:36,2.12.0,Spanish,functionality and the wealth of information it provides you.,positive,vehicle status,unclear,unclear,power_user,no,no,none
c2f59637-36f7-4c45-996a-8988693c2aff,Jaime,https://play-lh.googleusercontent.com/a-/ALV-UjU_5Re6QYB_rIGbVaS2P5ON9ytvD3Rpevro9QP3EVS-fV4GYrga,"Parece que va mejorando y es más estable, aunque van actualizando modelos con cuentagotas",4,0,2.12.0,2022-12-31 21:36:15,"¡Hola! ¡Gracias por contactarnos! Para añadir tu BMW a tu BMW ID en la My BMW App debe haber sido fabricado a partir de 2014 con el equipamiento técnico para intercambiar datos con el backend de BMW vía la tarjeta SIM incorporada. Si es así, contacta nuestro servicio de atención al cliente de BMW en el +34 900 202 025 para obtener más ayuda.
",2022-10-11 15:17:38,2.12.0,Spanish,"It seems to be improving and is more stable, although they are updating models drop by drop.",positive,"performance, updates",unclear,experienced_user,casual_user,yes,no,none
4c946216-c47e-4dc0-98ff-3c731d150e82,Rocío Martínez-Cepeda Fernández,https://play-lh.googleusercontent.com/a/ACg8ocIBkR80LcucIHUOUNtVCcoFYzLKEUYI01lmy6NppixGOjbZ4w=mo,Me parece fatal que no se pueda descargar en Huawei al no tener Google play. Debería estar disponible para tod@s,1,0,,2022-12-28 18:03:21,,,,Spanish,I think it’s awful that it can't be downloaded on Huawei because it doesn't have Google Play. It should be available for everyone.,negative,"mobile features, bmw connected ecosystem",unclear,unclear,unclear,yes,yes,none
331a1b81-587c-4c1a-b39e-b13b42d63fbe,stambopoli stambopoli,https://play-lh.googleusercontent.com/a-/ALV-UjXoiHMBr509uHkc_b97X8w4mPqQ7pF7x37df57QfGn8AzyzRpA,"Tengo un modelo f11, y en este momento no tengo ninguna suscripción activa, o esto es lo que dice la app. Y no te deja ni enviar una simple ubicación de la app al vehículo. Vamos, más miserables y rata no podría ser... gastarte 70mil euros en un coche y que te quieren cobrar más todavía por compartir una pu...ra ubicación. El coche es maravilloso me encanta, pero el servicio de BMW una pesadilla (talleres, app, atención al cliente,etc.) El siguiente coche va ser otra marca, ya lo tengo más claro",1,13,2.12.0,2022-12-27 12:08:29,,,2.12.0,Spanish,"I have an f11 model, and right now the app says I don't have any active subscription, or at least that’s what it says. And it won't even let you send a simple location from the app to the vehicle. Come on, you couldn’t be more stingy and greedy... to spend €70,000 on a car and then charge you even more to share a… pure location. The car is wonderful, I love it, but the BMW service is a nightmare (workshops, app, customer service, etc.). The next car will be another brand, I’m much clearer about that now.",negative,"authentication, vehicle status, bmw digital premium, customer support, connected store",combustion,experienced_user,casual_user,yes,yes,none
82fb38df-500d-4def-a57b-5ab8b1874b84,Cosmar ESP,https://play-lh.googleusercontent.com/a/ACg8ocKfZpXBuX5Qg3aaC6H43DJU4UYXWlB8kDjuNwMmkJqqOEZAXtQx=mo,"Siempre se puede mejorar, pero en la búsqueda en el mapa para poder enviar la ruta al coche, unicamte te genera una única ruta, lo propio sería que te generarse varias, ya que igual merece la pena recorrer 10 kilómetros más por autovía que ir por una nacional o comarcal. Sería algo parecido a Google maps, que te genera varias rutas y tú escoges la que más te conviene.",3,16,2.12.0,2022-12-26 12:32:45,,,2.12.0,Spanish,"There's always room for improvement, but the map search to send the route to the car only generates one route. It would be more appropriate if it generated several, as it's sometimes worth traveling an extra 10 kilometers on the highway instead of a national or regional road. It would be something similar to Google Maps, which generates several routes and you choose the one that suits you best.",neutral,"trip planning, map/navigation, ui/ux",unclear,experienced_user,power_user,yes,yes,google maps
69de3f5d-3adc-4348-9f20-27ad804eefb0,maria del mar lires,https://play-lh.googleusercontent.com/a/ACg8ocIqJYTgszw1vviWX0bdxpws6EnwX9-_DYWZSb2n3f6_lZAYqw=mo,"Está todo bien,solo que me gustaría que si suena la alarma del coche la aplicación me informara",4,2,2.12.0,2022-12-23 22:06:44,,,2.12.0,Spanish,"Everything's fine, just that I would like it to notify me in the app when the car alarm sounds.",neutral,"notification management, vehicle status",unclear,unclear,casual_user,yes,yes,none
281a2f7f-f2ec-4df2-aab3-09fb029da639,Juan Jurado Aza,https://play-lh.googleusercontent.com/a-/ALV-UjWsLCPom2s6Fg8naPxEI3cDW9klowW2-oPi8Jh3YZn_bIz712SR,Han abandonado en ID5 las apps y Spotify no funciona. Es triste.,1,1,2.12.0,2022-12-20 12:56:58,,,2.12.0,Spanish,"""They're abandoning the apps in the iDrive and Spotify isn't working. It's sad.""",negative,"multimedia integration, connectivity, bmw connected ecosystem",unclear,experienced_user,casual_user,yes,no,none
f1d69f1e-2b12-4cc3-ba70-5ff831c06665,Santiago Bellmunt,https://play-lh.googleusercontent.com/a-/ALV-UjWT5g0VdcTC_6uhTH2Pl6I1LayTZ80LYZ-Mai9J_4kf53VQS3Guwg,"fácil, amena y de gran ayuda para posibles olvidos de cierres o bloqueos en general",5,1,2.12.0,2022-12-16 19:34:33,,,2.12.0,Spanish,"easy, pleasant, and a great help for potential lapses in locking or general blocking.",positive,"remote controls, vehicle status",unclear,unclear,casual_user,no,no,none
c54fc36c-cfee-4808-bd2f-b02ab31f2114,Angel Lobo Bastida,https://play-lh.googleusercontent.com/a-/ALV-UjVWxcWn1FsT_sD-DUZBgch0KLm6CmLFjTHLZT-e_X4OTmckrlkt,funciona muy bien ofreciendo información y permitiendo acciones en remoto,5,0,2.11.1,2022-12-12 15:34:31,,,2.11.1,Spanish,"""works very well, offering information and allowing remote actions.""",positive,"vehicle status, remote controls",unclear,unclear,casual_user,no,no,none
43dbe200-66a8-4584-a0ed-3cd7acbbfe5f,Sila,https://play-lh.googleusercontent.com/a-/ALV-UjVrmUCPZhqNMSDe7vocLCr8KFm_7AAbhf79yUQ76mOb6pVBLkhJ,"Si no tienes idea de suscribirte a ningún servicio, no vale para nada, no ofrece ni un servicio mínimo, un Fiat ofrece más información sin pagar nada, este tipo de apps dan información como, kms recorridos, consumos, información sobre el estado del vehículo, eficiencia de conducción, etc. BMW no ofrece NADA a no ser que pagues, es vergonzoso que BMW no ofrezca este tipo de información cuando cualquier marca lo hace por cortesía. Propaganda si han puesto, para que compres otro coche. ELIMINADA",1,3,2.11.1,2022-12-09 23:48:24,,,2.11.1,Spanish,"“If you have no idea how to subscribe to any service, it’s worthless, it doesn't offer even a minimum service. A Fiat offers more information without paying anything. This type of app provides information like mileage, consumption, vehicle status, driving efficiency, etc. BMW offers NOTHING unless you pay, it’s shameful that BMW doesn’s offer this type of information when any other brand does it as a courtesy. Propaganda if that’s what they’ve put in, to make you buy another car. DELETED”",negative,"connected store, bmw digital premium, vehicle status, usage statistics",unclear,unclear,casual_user,yes,yes,fiat
2bbab9ca-117b-4923-afcd-2b52ce2668e7,F S,https://play-lh.googleusercontent.com/a/ACg8ocLBfG_rGk7Zd0EVG1dV7aXNGfjWpw9hLNdbfNe_RjcboeDC8w=mo,de nuevo sus 5 estrellas por la pronta solución al problema que presento la app. Ya esta funcionando correctamente. Gracias por su respuesta=),5,0,2.11.1,2022-12-08 01:38:24,"¡Hola! Gracias por contactarnos!. Lamentamos que hayas experimentando problemas con la My BMW App. El problema temporal ha sido resuelto. - My BMW App Support Team
",2022-12-07 16:40:09,2.11.1,Spanish,Giving it 5 stars again for the quick resolution to the problem the app presented. It’s working correctly now. Thanks for your response=),positive,"performance, customer support",unclear,unclear,casual_user,yes,no,none
c8c91d27-980d-467a-a945-c107ba290f5d,Alex Matarratas,https://play-lh.googleusercontent.com/a-/ALV-UjVOUNvCw1eBmr69L0mXzcbkN_gEyLbEsPmeCNu6wSl2a-ra_xI,"No funciona nada, cierra sesión sola cada dos por tres y luego no deja iniciar otra vez, al desinstalar y volver a instalar ya deja iniciar sesion pero tienes que volver a configurar el coche desde 0 de nuevo... si dependes de la app para una urgencia (que es para lo que sirve el 90% de las veces) no ayuda en nada.",1,1,,2022-12-07 18:11:43,,,,Spanish,"""Nothing works, it logs you out every so often and then won't let you log in again, uninstalling and reinstalling allows you to log in, but you have to reconfigure the car from 0 again... if you depend on the app for an emergency (which is what it's for 90% of the time) it doesn’t help at all.""",negative,"performance, authentication, connectivity, vehicle status",unclear,unclear,casual_user,yes,no,none
9a83ec07-6e35-4f4d-8e35-9b5e0d6c3369,Santiago Sánchez Borrallo,https://play-lh.googleusercontent.com/a/ACg8ocJXpLwUfv1K8HfrB5D8GJxWMM88LuvGukfUVPERl6k-6xyXFA=mo,App bastante útil,5,0,2.11.1,2022-12-06 23:12:12,,,2.11.1,Spanish,"""Quite a useful app.""",positive,other,unclear,unclear,casual_user,no,no,none
