reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english,sentiment,topics,vehicle_type,user_experience,usage_profile,is_pain_point,is_feature_request,competitor_mentioned
1fe167e1-18e8-4fa8-b97d-337c0880e2d0,Adam Kent,https://play-lh.googleusercontent.com/a-/ALV-UjXEb041u_2zNoyciqsvpPbJu7A6xmxMJ9R_QB17JfSShdL4FJokSA,"I've not had any issues with this app at all. It runs smoothly, has great features, and provides peace of mind when parking.",5,0,2.3.3,2022-04-26 12:16:33,"Hi Adam! Thanks for sharing your positive feedback! We are glad to hear that you like the functionalities of the My BMW App. - My BMW App Support Team
",2022-04-28 17:22:45,2.3.3,English,"I've not had any issues with this app at all. It runs smoothly, has great features, and provides peace of mind when parking.",positive,"performance, remote controls, parking solutions",unclear,unclear,casual_user,no,no,none
864a144c-538d-4166-a732-9d53d2c05364,Naresh Teckchandani,https://play-lh.googleusercontent.com/a/ACg8ocJ5eh7_GgQAbP1aejqmjZRBhX2tWL5HWHoN3KXZ-NUReXI9rQ=mo,"Good app, when you can log in. Every so often, I need to to reset and login as the app doesn't hold credentials in its memory.",2,0,2.3.3,2022-04-25 13:59:09,"Hi Naresh! We regret that you are currently experiencing issues with opening the My BMW App smoothly via Face ID, Touch ID or PIN! Our development team is working on a resolution. - My BMW App Support Team
",2022-04-28 08:33:44,2.3.3,English,"Good app, when you can log in. Every so often, I need to to reset and login as the app doesn't hold credentials in its memory.",negative,"authentication, performance",unclear,experienced_user,casual_user,yes,no,none
25fd5003-a7aa-4451-ac51-4c1c7886eff2,Jack HolmesFB,https://play-lh.googleusercontent.com/a-/ALV-UjV8CqKMLFsW3frGwf9bUX4ECtN6XXdhvhrtsq4xS5abzHrDE9VA,"Similar to Elijian(?) review on 08/04 - the app has 'located' me in GB. Since I'm not in GB, I can't even add my car to the app - so the app is completely useless. I had to laugh at the BMW response to my fellow foreigner, ""contact Customer Service, look in the app for the number"". Uh, yeah, the number for UK Customer Service..... we're not in that country - that's the whole point..... I should have stayed with my beloved i30 - a heap more features and easier to use 😞",1,1,2.3.3,2022-04-25 09:00:18,"Hi there! Thanks for reaching out! We regret that you are experiencing this issue with the My BMW App. Contact BMW customer support so that we can help you. You can find the BMW customer support number via https://www.bmw-connecteddrive.com/country-region-select/country-region-selection.html. - My BMW App Support Team
",2022-04-28 08:34:12,2.3.3,English,"Similar to Elijian(?) review on 08/04 - the app has 'located' me in GB. Since I'm not in GB, I can't even add my car to the app - so the app is completely useless. I had to laugh at the BMW response to my fellow foreigner, ""contact Customer Service, look in the app for the number"". Uh, yeah, the number for UK Customer Service..... we're not in that country - that's the whole point..... I should have stayed with my beloved i30 - a heap more features and easier to use 😞",negative,"vehicle status, connectivity, localization & language, customer support",ev_hybrid,experienced_user,casual_user,yes,yes,none
bcb28c48-513a-4e63-8cbb-8b43fcf8f803,Jordan B,https://play-lh.googleusercontent.com/a-/ALV-UjUHUxfwxjM9KRLP3XjVsJIk-qO5QwA5KEe2OmxKMP1HerwSLetw,Great app,5,0,2.3.3,2022-04-24 14:45:37,,,2.3.3,English,Great app,positive,other,unclear,unclear,casual_user,no,no,none
c3803b35-1699-456a-a2a5-c90d94fcbbd5,Karl Walsh (CodeheadUK),https://play-lh.googleusercontent.com/a-/ALV-UjXTvta1zBJOrVXTJlxVu5fc3YTZJi3S1C1p5sDvJCJvDj8ZJe18uA,Essential for keeping tabs on battery state while leaving the car on charge. Also really nice to be able to start the climate control remotely so the car is defrosted and ready to go on chilly mornings.,4,0,2.3.3,2022-04-23 20:14:01,,,2.3.3,English,Essential for keeping tabs on battery state while leaving the car on charge. Also really nice to be able to start the climate control remotely so the car is defrosted and ready to go on chilly mornings.,positive,"vehicle status, remote controls, charging management, ev-specific features",ev_hybrid,experienced_user,casual_user,no,no,none
5b2d740a-9c4f-4766-a333-aaab8a916e24,Jarecki,https://play-lh.googleusercontent.com/a-/ALV-UjWfHoTIXpbpCmkt2gT9a7BfWGA6qJrBOXRuWJ3ygeqf90e9Huv7,Good,5,0,2.3.3,2022-04-23 18:11:46,,,2.3.3,English,Good,positive,other,unclear,unclear,casual_user,no,no,none
54f9c7a9-234c-4989-bce2-73d76b929f3b,Alexandru G,https://play-lh.googleusercontent.com/a/ACg8ocIqjox94_0mw5nBineqdsXeNsnS49vPRsFwJgOrnGarWom7P-Ni=mo,Older app was better.,1,1,2.3.3,2022-04-23 15:59:31,,,2.3.3,English,Older app was better.,negative,"ui/ux, updates",unclear,experienced_user,unclear,yes,no,none
2061ec96-9b1a-4430-85bc-cfbf1497cede,Eugene Savitsky,https://play-lh.googleusercontent.com/a-/ALV-UjX9Ox-pWPXPUWMflzT7KMQ0NRJfeiN44X1JPZNwCvj9IYQUw--g,"Every tone I startv the app, I have to confirm agreement with terms and privacy. Please fix the bug.",5,0,2.3.3,2022-04-23 10:46:40,Hi Eugene! Thank you for your feedback! We regret that you are experiencing issue with the terms and conditions in the My BMW App. We are aware of this issue and our development team is working on a resolution. - My BMW App Support Team,2022-04-26 10:21:55,2.3.3,English,"Every tone I startv the app, I have to confirm agreement with terms and privacy. Please fix the bug.",negative,"performance, data & privacy",unclear,unclear,casual_user,yes,no,none
8cd9bfdb-dadf-4583-a0e0-734fe83cd66e,Haanim Hana Baboo,https://play-lh.googleusercontent.com/a-/ALV-UjUb6kNAvsMvjKbZsjlPiD_9BtcKkhXgoDkB6QgIW05mihGoLUUBfA,"This app is terrible. Our BMW was stolen. And i can't track the car while the ignition is on. What a useless tracking app. I could do this previously, what changed?",1,1,2.3.3,2022-04-22 20:52:37,,,2.3.3,English,"This app is terrible. Our BMW was stolen. And i can't track the car while the ignition is on. What a useless tracking app. I could do this previously, what changed?",negative,"vehicle status, connectivity",unclear,experienced_user,power_user,yes,yes,none
0aabd1b5-40d1-49fa-83e9-4cc1e952ad6d,Ahmed Mikkawi,https://play-lh.googleusercontent.com/a-/ALV-UjUao7688clYDVQUYih-rKYIIoqsAOpBB-IObtsOIhuq3KDHdiyg,good tool to check car status remotely,5,0,2.3.3,2022-04-22 19:31:43,,,2.3.3,English,good tool to check car status remotely,positive,vehicle status,unclear,unclear,casual_user,no,no,none
