reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english,sentiment,topics,vehicle_type,user_experience,usage_profile,is_pain_point,is_feature_request,competitor_mentioned
3c0ae809-8890-409e-ae39-e1ed12fcf9bd,No Wa,https://play-lh.googleusercontent.com/a/ACg8ocLsjDJxuVbeNi8fnilyc88QnGe9UI4j_WT5H0OxP4XsCQ0KCw=mo,Passord og brukernavn kreves ofte.,2,4,1.7.0,2021-11-21 06:33:30,,,1.7.0,Norwegian,"""Password and username are often required.""",negative,authentication,unclear,unclear,casual_user,yes,no,none
1fff5550-706e-484d-831c-6e1962ac5b9b,Hans Petter Vestre,https://play-lh.googleusercontent.com/a-/ALV-UjXV_zpWthcsFfHNMeIPZv-I4QOydQFLd6FcDDNIGgQDsCHxsB8,"litt tregt å sende kommandoer til bilen , ellers meget bra",4,3,1.7.0,2021-11-15 19:13:36,,,1.7.0,Norwegian,"A little slow to send commands to the car, otherwise very good.",positive,"performance, remote controls",unclear,unclear,casual_user,yes,no,none
26e04da5-681d-468f-8bbf-656a7ebd0b47,Inge Brødsjø,https://play-lh.googleusercontent.com/a/ACg8ocJh85hFGymLjLbpoD6jq-OWgo8FL23G6j7u4ynYmKtuhtqelQPW=mo,Den virker og har mange nyttige funksjoner men savner posisjon når kjøring pågår,4,1,1.7.0,2021-11-13 12:12:36,,,1.7.0,Norwegian,"It works and has many useful functions, but lacks location during ongoing driving.",neutral,vehicle status,unclear,unclear,casual_user,yes,yes,none
f8c48f71-bd82-4af7-a405-81ac35d841a9,Eivind Skorstad,https://play-lh.googleusercontent.com/a-/ALV-UjWZqXmhW7NyUCueHf8MmhfqeXRpmn2U7Cxcp37ft7z808xaU10Y9Q,"Den hikker litt noen ganger, men fungerer som den skal 9 av 10 ganger.",4,1,1.7.0,2021-11-12 10:20:48,,,1.7.0,Norwegian,"It glitches a bit sometimes, but works as it should 9 out of 10 times.",positive,performance,unclear,experienced_user,casual_user,yes,no,none
abf528de-4e2b-4187-848f-fc0b26f4e62b,Nick Jevan,https://play-lh.googleusercontent.com/a/ACg8ocJzaTSPBkDEugQX03rW2_t_3r1hgbM7ar2gxzch8k_brm62qg=mo,"Helt topp app å bruke når man har nyere BMW. elsker hvor enkel den er i bruk og at man kan varme eller kjøle ned bilen, og at man har oversikt hvor bilen er.",5,1,1.6.2,2021-11-08 09:07:07,,,1.6.2,Norwegian,"“Absolutely top app to use when you have a newer BMW. Love how easy it is to use and that you can warm or cool down the car, and that you have an overview of where the car is.”",positive,"ui/ux, vehicle status, remote controls",unclear,unclear,casual_user,no,no,none
7509ceb7-61fe-4f71-a5ba-e42b13f4c579,Fredrik Millaa Nordeng,https://play-lh.googleusercontent.com/a-/ALV-UjVuYtMUlAUew1ieRJXr4PQuYUqlpaE-dmhl4ZWAoeeyYYwt6luZ,Får vel ikke blitt mere perfekt enn dette! 🤩🤩🤩,5,1,1.6.2,2021-11-05 10:18:46,,,1.6.2,Norwegian,"""It’s not getting much more perfect than this! 🤩🤩🤩""",positive,other,unclear,unclear,unclear,no,no,none
fe795304-7f60-4af4-856e-d727dd446001,Tone Bærland,https://play-lh.googleusercontent.com/a/ACg8ocIDZ_dQ8melN3T0USleNnrOd4UPDMVvsjxcTV621jg9Kjd68g=mo,"Oversiktlig og nyttig, liker spesielt ""fjernvarmefunksjonen"".",4,1,1.6.2,2021-11-04 12:20:36,,,1.6.2,Norwegian,"Clear and useful, especially like the ""remote heating function.""",positive,"ui/ux, remote controls",ev_hybrid,unclear,casual_user,no,no,none
5d00d6a4-0edb-47ff-91f2-70e7bcbd54f1,Marius Sandberg Røvik,https://play-lh.googleusercontent.com/a/ACg8ocKpTOhCLryRTiaksY3OYLOiondIqsFUDXn6XKgSVnFjO5hZXQ=mo,Veldig bra!,5,1,1.6.2,2021-11-01 10:02:24,,,1.6.2,Norwegian,Very good!,positive,other,unclear,unclear,unclear,no,no,none
03868ec8-56ad-4a51-abdd-36bef1f18145,Karl Martin Lund,https://play-lh.googleusercontent.com/a-/ALV-UjUrm6BZnG3a-SUF9MhXP6xXFdrUjzXyd58ztv_Ln8MDP7yWvb-Iaw,"Appen er forsåvidt grei nok, men litt irriterende at jeg må logge inn på nytt med brukernavn og passord med jevne mellomrom. (Flere ganger i uken i det siste.) Kunne også hatt en mulighet for å stoppe klimatisering dersom man likevel ikke skal bruke bilen.",3,4,1.6.2,2021-11-01 08:27:18,,,1.6.2,Norwegian,"The app is alright enough, but it's a bit annoying that I have to log in again with my username and password at regular intervals. (Several times a week lately.) It could also have had an option to stop the climate control if you aren't going to use the car anyway.",negative,"authentication, remote controls",ev_hybrid,experienced_user,casual_user,yes,yes,none
d7125b8a-801c-4369-b7aa-710fae49bcfb,Inger Borge,https://play-lh.googleusercontent.com/a/ACg8ocJTyBpxAPfhuFdT8diMh8qhJtErT2H_wZdFAtPUhAjZ5XZ32g=mo,nyttig og funksjonell,5,1,1.6.2,2021-10-22 08:15:02,,,1.6.2,Norwegian,useful and functional,positive,"ui/ux, mobile features",unclear,unclear,casual_user,no,no,none
0a58c26b-081d-4457-9abf-84d003afb39d,Niclas Wester,https://play-lh.googleusercontent.com/a/ACg8ocJQO7tux4Pxi0DMe_Jtj9vQY0QuJImACvEwMZVYVzRTqnfq6Q=mo,"Been using this app for a couple of months now, and have several times already been asked to log in an set a new pin code, which I think is a bit unnecessary.",3,3,1.6.2,2021-10-21 08:31:03,,,1.6.2,Norwegian,"""Been using this app for a couple of months now, and have several times already been asked to log in and set a new PIN code, which I think is a bit unnecessary.""",negative,authentication,unclear,experienced_user,casual_user,yes,no,none
a208f867-6739-4ae8-aafd-c082cc809ad8,peter sivertsen,https://play-lh.googleusercontent.com/a/ACg8ocJNrNpcQIo4jm-DBkkhafNyCIMEd03STxs_BErSQQG5t0rCr_0=mo,Værre enn den forrige.,1,5,1.6.2,2021-10-10 22:43:21,,,1.6.2,Norwegian,"""Worse than the previous one.""",negative,"ui/ux, updates",unclear,experienced_user,unclear,yes,no,none
eb6e197d-46f1-4b13-8f3a-7d918ef19959,Fabian Schmidt,https://play-lh.googleusercontent.com/a-/ALV-UjXdSgY7aDiA0MbJIAlxDZ_xI7LVAZMZNCOsk2xiGZrpJdzHwJV9,Den virker slik den skal.,4,2,1.4.3,2021-09-27 09:18:35,,,1.4.3,Norwegian,"""It works as it should.""",neutral,performance,unclear,unclear,casual_user,no,no,none
