reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english
2e63a1cf-116b-4a64-9de3-247acb9cde9e,Hermann Wahl,https://play-lh.googleusercontent.com/a/ACg8ocIUhS0vvoWCk4GEowXaFYsZ34RT4SEvd74FNaJvzILFOZp0dw=mo,Alle Infos und den Zustand über meinen BMW.,5,0,,2025-04-09 14:14:46,,,,German,"""All information and vehicle condition via MyBMW App."""
7e3af5f4-4b50-4834-9b16-ad5ce858047d,Ibo,https://play-lh.googleusercontent.com/a/ACg8ocLlP_pMV5t9fQuO2QYxhwuhxahVceL9Fcp5zwC5E4UkeeTl3Q=mo,alles Okay,5,0,,2025-04-09 14:09:44,,,,German,"""everything okay"""
a70c25e9-243d-4976-af44-1f33a5e19266,Johann Bogendörfer,https://play-lh.googleusercontent.com/a/ACg8ocIinCkArV3NotnKNinHP1RnkKIW34MxE9SUUWFXbAoh_PIBKw=mo,"tolle APP, viele Infos",5,0,5.3.3,2025-04-09 09:29:31,,,5.3.3,German,"toll app, viele infos"
d83f5927-a3ec-450e-a54d-5ddb574aed72,O H,https://play-lh.googleusercontent.com/a/ACg8ocI3gf6h1sTjCvZWOG-cwZJQTTBmAFJAtbzICRtJGZrDJqIT=mo,funktioniert einwandfrei,5,0,5.3.3,2025-04-09 07:55:56,,,5.3.3,German,works perfectly (funktioniert einwandfrei)
7b11f57a-a2d3-49eb-b214-bdb28155542e,Andre Geyer,https://play-lh.googleusercontent.com/a-/ALV-UjWbQhhHoD_aTyUXIKfyCYksCYIRDcdQeC3zx8Iur4NtNryhyLZj,BMW sollte es mal hinbekommen das die App richtig läuft Alle drei Monate das Passwort ändern nervt einfach Und dann hat man es geändert und die App funktioniert einfach nicht und kann keine Verbindung herstellen nicht zum Server nicht zum Fahrzeug Echt armselig Da sollte man das Geld zurück verlangen von den Connected Drive Features,1,1,5.3.3,2025-04-08 19:38:26,,,5.3.3,German,"BMW should finally get it together so that the app works properly. Changing the password every three months is just annoying. And then you've changed it, but the app simply doesn't work and can't establish a connection to either the server or the vehicle. Really pathetic. Here, one should demand a refund for the Connected Drive features."
a2278823-3aa7-4cce-b834-d3b3957e11c0,Martin Foerschges,https://play-lh.googleusercontent.com/a-/ALV-UjV21Zf4lQRVWyZZj9Jbbmx8SM_0rKCt-RPzRwMaELHV5K3-d-UM,Soweit alles gut mit der App. Macht was sie soll,5,0,5.3.3,2025-04-08 16:20:42,,,5.3.3,German,"So far, everything is good with the app. Does what it's supposed to do. (Connected Drive / Connected Drive) (MyBMW App / MyBMW App) (iDrive / iDrive)"
c155645a-223a-49cc-a17c-4e3f3ee213a5,Christian Pfister,https://play-lh.googleusercontent.com/a/ACg8ocL905X44KrkqvJk6-xEy6iKzbyBRe56OGZQXWJLZGRHLTd5Cw=mo,Die App ist übersichtlich und eifach zu verstehen.,4,0,5.3.3,2025-04-08 16:10:57,,,5.3.3,German,The app is clear and easy to understand.
083dd171-1f23-4241-be54-1dd2700005a3,Jürgen Dreßler,https://play-lh.googleusercontent.com/a/ACg8ocKmPNlSHD-YD0H6Ehs1M64-pNb7wrsM9eiaAsquQTvzw8Au2g=mo,"gut benutzbare App für remote Funktionen des BMW und flotter Datenaustausch mit dem Fahrzeug, viel schneller als z. B. die Volkswagen App ihre Daten mit dem Fahrzeug austauscht. Nachtrag: eine Exportmöglichkeit der Daten meiner Fahrten als .csv-Datei hätte ich sehr noch gerne!",5,0,5.3.3,2025-04-08 13:28:43,"Hallo Jürgen! Danke für Dein positives Feedback! Wir freuen uns, dass Dir die My BMW App gefällt! - My BMW App Support Team",2025-02-19 10:47:56,5.3.3,German,"A well-designed app for remote functions of BMW, offering a swift data exchange with the vehicle, much faster than, for example, the Volkswagen App exchanging their data with the car. Postscript: I would really like an export option for my journey data as a .csv file!"
d323f16b-1c54-4ef7-85f6-a259dab9e674,DB BD,https://play-lh.googleusercontent.com/a/ACg8ocI_Aarkx5v7FFpZIDDA3qN20PkinZ46gmQpbkYmxCQJ0EWQ1Q=mo,Seit einem Update habe ich ebenfalls keine Verbindung mehr zum Fahrzeug. Auch der BMW connected drive Kundenservice hat bisher nicht helfen können. 30 sekunden lang den Ein-Ausschalter halten bis zum System Neustart war zumindest nicht zielführend. Auch das manuelle anstoßen der Updates half nichts. Also muss man wohl auf die App verzichten. Update: Bei mir hat Neuinstallation der BMW APP Abhilfe gebracht. Als kleiner Tipp für den Kunden dennen es genauso geht.,3,4,5.3.3,2025-04-08 11:11:43,,,5.3.3,German,"Since an update, I no longer have a connection to the vehicle as well. The BMW Connected Drive customer service has not been able to help so far either. Holding down the on/off switch for 30 seconds until the system restart was at least not effective. Manually triggering the updates also helped nothing. So one probably has to give up on the app. Update: Reinstalling the MyBMW App brought about a solution. As a small tip for customers, it works just the same way."
d379a301-10cb-47be-b167-b5bd078b3008,Matthias N.,https://play-lh.googleusercontent.com/a-/ALV-UjXh3qCvObp-flZg8iuYnezJwZoW82wlizc_LG1ejZ2VK1pt3rkD,Sehr übersichtlich und tut was es soll.,5,0,5.3.3,2025-04-08 07:06:15,,,5.3.3,German,Very intuitive and does what it's supposed to do.
