reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english
ca295011-f7db-4c00-87c5-41e2c78911ae,Guido Bönsch,https://play-lh.googleusercontent.com/a/ACg8ocLxC0E1A8-I7mJ4rXtux8sYaAd_K-VaDO__6-WMr0TGkoZ8XQ=mo,"Login läuft nicht, app produziert einen Whitescreen. Danke! Connected Drive Package gekauft für nichts ;-(",1,1,,2021-08-28 08:12:49,,,,German,"Login isn't working, app produces a white screen. Thanks! Connected Drive Package bought for nothing ;-("""
69a55e11-60aa-436d-9f78-b50c4b684e1d,Peter Hachenberg,https://play-lh.googleusercontent.com/a-/ALV-UjUQZUy3e7hqc_jDmE3hlwb11QGBUuDaNB-waJSAP9M01wu-qcM,Warum wird der Verbrauch auf 100 Kilometer nicht angezeigt?,3,0,1.5.2,2021-08-27 11:33:14,"Hi! Danke für Dein Feedback! Mit der Version 2.9.0 der My BMW App ist nun für Fahrzeuge mit OS7 und neuer die „Meine Fahrten“ Funktion verfügbar, mit der Du Informationen über Deine letzten Fahrten erhältst, inklusive Fahrtstatistiken zu Durchschnittsgeschwindigkeit, Dauer und Kraftstoffverbrauch. – My BMW App Support Team",2022-09-13 13:54:25,1.5.2,German,"""Why isn’t the consumption displayed for 100 kilometers?"""
5bc362b6-3ed3-4ce0-a909-8def266246ba,Psyk Bri,https://play-lh.googleusercontent.com/a-/ALV-UjXHs2TB9fAtztR3ChPzFe6So2YgF8bYkAZ5zi-0hpE27F3fVWU,"Im Prinzip nicht schlecht, Fernbedienung funktioniert, also Auto auf und zu, Belüftung planen usw, nur seit dem Update kann ich zwar theoretisch sehen was welches Fenster ,der Kofferraum und die Motorhaube so machen,aber eben nur theoretisch,weil angezeigt wird mir immerwieder der Stand 4.5.2020, ich besitze das Fahrzeug aber erst seit 12.2020 und jetzt ist August 2021...",3,3,1.5.2,2021-08-26 20:49:06,,,1.5.2,German,"Basically not bad, remote control functions, so locking and unlocking the car, scheduling ventilation, etc. However, since the update, while I can theoretically see what each window, the trunk, and the hood are doing, it's only theoretical because it keeps showing me the date 4.5.2020. I’ve only owned the vehicle since 12.2020 and now it’s August 2021…"
1bf215ba-c830-48a8-8942-f73ce638557d,Thomas Schmidt,https://play-lh.googleusercontent.com/a-/ALV-UjXmAAfYCAN_ScTi25hUKRc40yioLDFJZJMo6yADjzmdi0b20xY,zuverlässig und stabil,5,0,1.5.2,2021-08-26 19:33:38,,,1.5.2,German,reliable and stable
23cc59de-462c-4b75-934b-425f6e1d5f5b,Andreas Hohenadl,https://play-lh.googleusercontent.com/a/ACg8ocLzmzS00NbIu41gfKbJlJ9vxmwUaOm-SckPDVO_mRQiqB05zQ=mo,Mit dem neuesten Update funktioniert die Fahrzeug Ordnung leider gar nicht mehr. Gefühlt kommen mit jedem Update mehr Probleme...,1,1,1.5.2,2021-08-26 17:47:38,,,1.5.2,German,"""With the latest update, the vehicle status unfortunately doesn't work at all anymore. It feels like with every update, more problems arise..."""
75acd44e-8c98-442d-9eda-e271e4bbf943,Jürgen Kablitz,https://play-lh.googleusercontent.com/a/ACg8ocLrvilxaoyixRjjg54VIPh1Lw-q4i7xTXpEsauXIBOkMe0COw=mo,"Diese App ist ein echter Mehrwert bezogen auf detaillierte und differenzierte Informationen, top Service",5,0,1.5.2,2021-08-26 07:51:17,,,1.5.2,German,"""This app is a real added value regarding detailed and nuanced information, top service."""
7bad28e4-c2bd-4f9d-aa46-4323e88f9390,Hasan Dede,https://play-lh.googleusercontent.com/a-/ALV-UjXHUh1Knhz445fVgsrfDt0yqcauSN68_DWS8wUTSSV5C7ZI9Arm2g,Ich bin Froh mit BMW Familie zu sein. Top Qualität. Top Maschinen,5,0,1.5.2,2021-08-25 19:18:20,,,1.5.2,German,I'm glad to be part of the BMW family. Top quality. Top machines.
669301d3-e963-418d-be9d-a372d17a1190,bernhard schaller,https://play-lh.googleusercontent.com/a/ACg8ocJSqJquSO64M5l3pt1pOczl0cECul0K2E1eYGaLLUpSyRJ28w=mo,Schlecht alte war besser,5,0,,2021-08-25 16:24:47,,,,German,"Bad, the old one was better."
b3894235-61db-4571-9a4a-bbdaa53cb9db,Günther Knoll,https://play-lh.googleusercontent.com/a/ACg8ocLTS3ngy6lPB_jM4GL6aPemvhA6V-jBdw8_-7fLJLMLUrqTuw=mo,Ich habe vorher die connected App verwendet hier konnte ich als Ziel Adressen aus dem Telefonbuch vom Handy verwenden. Diese Funktion gibt es nicht mehr. Leider,1,1,,2021-08-25 14:23:51,Hi Günther! Danke für Dein Feedback! Wir leiten Deinen Wunsch nach einer Integration der Kontakte in die My BMW App an unser Produktteam weiter. - My BMW App Support Team,2021-08-31 15:25:29,,German,"""I previously used the Connected Drive app where I could use addresses from my phone's contact list as destinations. This function no longer exists. Unfortunately."""
7910b3d0-06a8-46c2-a50b-9edb57d2181b,Telegariu Ioan - Vasile,https://play-lh.googleusercontent.com/a-/ALV-UjWjfxuHsCla-aR2-1d5_v6NoZQ0iRqXAOWslj_ixiz8uFxLfru_,Sehr praktisch 👍👍👍,5,0,1.5.2,2021-08-25 12:46:58,,,1.5.2,German,Very practical 👍👍👍
